id,arquivo_atual,caminho_origem_resolvido,caminho_staging,destino_recomendado,existencia_origem,existencia_staging,existencia_destino,sha256_origem,sha256_staging,sha256_destino,igualdade_hashes,destino_topologicamente_correto,origem_preservada,ausencia_sobrescrita,resultado_final
4959,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/audit-trail/audit-sign.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/audit-trail/audit-sign.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/audit-trail/audit-sign.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/audit-trail/audit-sign.ts,SIM,SIM,SIM,a4fbff83f5528ba245f64d7558ea4d6515bd988ff32352f812e556b0b6eb1483,a4fbff83f5528ba245f64d7558ea4d6515bd988ff32352f812e556b0b6eb1483,a4fbff83f5528ba245f64d7558ea4d6515bd988ff32352f812e556b0b6eb1483,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4960,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/audit-trail/security-audit.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/audit-trail/security-audit.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/audit-trail/security-audit.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/audit-trail/security-audit.service.ts,SIM,SIM,SIM,e24a10ae97cb293c4c4ad8066b8ab732f46b7de8fb550f963b721fa8c7c79beb,e24a10ae97cb293c4c4ad8066b8ab732f46b7de8fb550f963b721fa8c7c79beb,e24a10ae97cb293c4c4ad8066b8ab732f46b7de8fb550f963b721fa8c7c79beb,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4961,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/bigquery-stream/bigquery.provider.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/bigquery-stream/bigquery.provider.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/bigquery-stream/bigquery.provider.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/bigquery-stream/bigquery.provider.ts,SIM,SIM,SIM,c6219a872b698fd8e054558d167c04709f832932fac5ba90ff36e1c5b992c006,c6219a872b698fd8e054558d167c04709f832932fac5ba90ff36e1c5b992c006,c6219a872b698fd8e054558d167c04709f832932fac5ba90ff36e1c5b992c006,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4962,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/bigquery-stream/stream-buffer.manager.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/bigquery-stream/stream-buffer.manager.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/bigquery-stream/stream-buffer.manager.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/bigquery-stream/stream-buffer.manager.ts,SIM,SIM,SIM,d279705acc5aa40ce3deaad68dc1bfc94790bef21f08009c0ba22b9f10db564c,d279705acc5aa40ce3deaad68dc1bfc94790bef21f08009c0ba22b9f10db564c,d279705acc5aa40ce3deaad68dc1bfc94790bef21f08009c0ba22b9f10db564c,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4963,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/looker-pipeline/report-exporter.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/looker-pipeline/report-exporter.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/looker-pipeline/report-exporter.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/looker-pipeline/report-exporter.ts,SIM,SIM,SIM,68b669b0619409ab43423cff6b76a8d1d4ac71ee6e372a378f09ca98f07470bd,68b669b0619409ab43423cff6b76a8d1d4ac71ee6e372a378f09ca98f07470bd,68b669b0619409ab43423cff6b76a8d1d4ac71ee6e372a378f09ca98f07470bd,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4964,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/looker-pipeline/views-provision.sql,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/analytics/looker-pipeline/views-provision.sql,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/looker-pipeline/views-provision.sql,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/analytics/looker-pipeline/views-provision.sql,SIM,SIM,SIM,f3f7f3261de4babd5b93d56cbf8eecdcad20b49ddccc5664bcaa43a97b99f22e,f3f7f3261de4babd5b93d56cbf8eecdcad20b49ddccc5664bcaa43a97b99f22e,f3f7f3261de4babd5b93d56cbf8eecdcad20b49ddccc5664bcaa43a97b99f22e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4965,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/app.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/app.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/app.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/app.module.ts,SIM,SIM,SIM,69718f5ae787b28b688171ddebaaf94234bb63bc03b77625204ddd0476cf4c03,69718f5ae787b28b688171ddebaaf94234bb63bc03b77625204ddd0476cf4c03,69718f5ae787b28b688171ddebaaf94234bb63bc03b77625204ddd0476cf4c03,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4966,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/filters/global-exception.filter.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/filters/global-exception.filter.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/filters/global-exception.filter.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/filters/global-exception.filter.ts,SIM,SIM,SIM,051f3e009db46252e20cd4eea87082e01f1a838e368a500392c8d253397f50b5,051f3e009db46252e20cd4eea87082e01f1a838e368a500392c8d253397f50b5,051f3e009db46252e20cd4eea87082e01f1a838e368a500392c8d253397f50b5,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4967,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.context.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.context.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.context.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.context.ts,SIM,SIM,SIM,d246bc7b7514f80739ea407c1b7f4ea6e740fe41be611639c645a662eb570099,d246bc7b7514f80739ea407c1b7f4ea6e740fe41be611639c645a662eb570099,d246bc7b7514f80739ea407c1b7f4ea6e740fe41be611639c645a662eb570099,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4968,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.module.ts,SIM,SIM,SIM,d700ba4d9114e09a3cb6423385232a36bc9bc353451cde18b716f6b78465d6bc,d700ba4d9114e09a3cb6423385232a36bc9bc353451cde18b716f6b78465d6bc,d700ba4d9114e09a3cb6423385232a36bc9bc353451cde18b716f6b78465d6bc,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4969,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.subscriber.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/common/tenant/tenant.subscriber.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.subscriber.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/common/tenant/tenant.subscriber.ts,SIM,SIM,SIM,64775f69733766982dbd942747ac9fc123310b184631c3974556abd33ec65607,64775f69733766982dbd942747ac9fc123310b184631c3974556abd33ec65607,64775f69733766982dbd942747ac9fc123310b184631c3974556abd33ec65607,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4970,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.controller.ts,SIM,SIM,SIM,f58163d8e0eb76d718b8c4f6f5a6ec5d8d334aa6ce2fab2d906ea65ca2292c49,f58163d8e0eb76d718b8c4f6f5a6ec5d8d334aa6ce2fab2d906ea65ca2292c49,f58163d8e0eb76d718b8c4f6f5a6ec5d8d334aa6ce2fab2d906ea65ca2292c49,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4971,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.module.ts,SIM,SIM,SIM,6046ec0297acfd81f77cbe9e621d0d34f916001e47f2093fcc9316a9ba825d15,6046ec0297acfd81f77cbe9e621d0d34f916001e47f2093fcc9316a9ba825d15,6046ec0297acfd81f77cbe9e621d0d34f916001e47f2093fcc9316a9ba825d15,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4972,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/core.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/core.service.ts,SIM,SIM,SIM,fc8246d56485d10d217c61528cd2449311c132676e41a757822a3d2a63952212,fc8246d56485d10d217c61528cd2449311c132676e41a757822a3d2a63952212,fc8246d56485d10d217c61528cd2449311c132676e41a757822a3d2a63952212,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4973,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/entities/user.entity.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/core/entities/user.entity.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/entities/user.entity.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/entities/user.entity.ts,SIM,SIM,SIM,88984fc1bce68574734f25a5875996f2cb08d5e1046ae9eb9c257cb56f325e06,88984fc1bce68574734f25a5875996f2cb08d5e1046ae9eb9c257cb56f325e06,88984fc1bce68574734f25a5875996f2cb08d5e1046ae9eb9c257cb56f325e06,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4974,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/ecosystem/ecosystem.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/ecosystem/ecosystem.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/ecosystem/ecosystem.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/ecosystem/ecosystem.module.ts,SIM,SIM,SIM,5e927605c0447def963ccbcb585dbdde1f3f74ce4d7ce65280623d5357e0742e,5e927605c0447def963ccbcb585dbdde1f3f74ce4d7ce65280623d5357e0742e,5e927605c0447def963ccbcb585dbdde1f3f74ce4d7ce65280623d5357e0742e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4975,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/health.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/health.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/health.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/health.controller.ts,SIM,SIM,SIM,729a4fc9684ed212ca15f84cbdc05320fc1f0c9979769416df78e8e026599537,729a4fc9684ed212ca15f84cbdc05320fc1f0c9979769416df78e8e026599537,729a4fc9684ed212ca15f84cbdc05320fc1f0c9979769416df78e8e026599537,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4976,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/disaster-recovery/backup.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/disaster-recovery/backup.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/disaster-recovery/backup.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/disaster-recovery/backup.service.ts,SIM,SIM,SIM,e5abda17960ba4e36716971966075c39c701bc4cffc4ae168b9f8002762dc230,e5abda17960ba4e36716971966075c39c701bc4cffc4ae168b9f8002762dc230,e5abda17960ba4e36716971966075c39c701bc4cffc4ae168b9f8002762dc230,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4977,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/disaster-recovery/restore.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/disaster-recovery/restore.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/disaster-recovery/restore.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/disaster-recovery/restore.service.ts,SIM,SIM,SIM,b78a76406cc2f2383bbe79fb0ee9bea8b3d088df54e0145d7480fe8ecad61be5,b78a76406cc2f2383bbe79fb0ee9bea8b3d088df54e0145d7480fe8ecad61be5,b78a76406cc2f2383bbe79fb0ee9bea8b3d088df54e0145d7480fe8ecad61be5,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4978,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.controller.ts,SIM,SIM,SIM,d04575d3a9be6737a12d13e1f54ceeed97e3f39e759a5077a6de1feff9002a2c,d04575d3a9be6737a12d13e1f54ceeed97e3f39e759a5077a6de1feff9002a2c,d04575d3a9be6737a12d13e1f54ceeed97e3f39e759a5077a6de1feff9002a2c,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4979,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.module.ts,SIM,SIM,SIM,da57b87e0bf23c289f71160be7fffdc1fadb10d6198a5c96db293ea949767540,da57b87e0bf23c289f71160be7fffdc1fadb10d6198a5c96db293ea949767540,da57b87e0bf23c289f71160be7fffdc1fadb10d6198a5c96db293ea949767540,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4980,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/infra/infra.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/infra/infra.service.ts,SIM,SIM,SIM,47af868042fd86991d836ca044003db4d8bf2448d206d2b058593d3861702e06,47af868042fd86991d836ca044003db4d8bf2448d206d2b058593d3861702e06,47af868042fd86991d836ca044003db4d8bf2448d206d2b058593d3861702e06,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4981,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.controller.ts,SIM,SIM,SIM,24843f0b12e5d77de83242d2ce1b8bc08efdb25287ce4c11c42c6762fd456b26,24843f0b12e5d77de83242d2ce1b8bc08efdb25287ce4c11c42c6762fd456b26,24843f0b12e5d77de83242d2ce1b8bc08efdb25287ce4c11c42c6762fd456b26,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4982,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.module.ts,SIM,SIM,SIM,ba9fa39e9e38c70787bd567503ac288a59ab1d7105eb3ae2b619340bd92fd17e,ba9fa39e9e38c70787bd567503ac288a59ab1d7105eb3ae2b619340bd92fd17e,ba9fa39e9e38c70787bd567503ac288a59ab1d7105eb3ae2b619340bd92fd17e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4983,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/lifestyle/lifestyle.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/lifestyle/lifestyle.service.ts,SIM,SIM,SIM,a1cfcadd3effa980f1e7a1193a57eeeedf54a54df74db0da32cd2af0e866625c,a1cfcadd3effa980f1e7a1193a57eeeedf54a54df74db0da32cd2af0e866625c,a1cfcadd3effa980f1e7a1193a57eeeedf54a54df74db0da32cd2af0e866625c,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4984,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/main.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/main.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/main.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/main.ts,SIM,SIM,SIM,c5ddd7637b02eec2a1603bea4720e22f958b1a5d3d65ddc111e8226fb409abef,c5ddd7637b02eec2a1603bea4720e22f958b1a5d3d65ddc111e8226fb409abef,c5ddd7637b02eec2a1603bea4720e22f958b1a5d3d65ddc111e8226fb409abef,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4985,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.controller.ts,SIM,SIM,SIM,9539b5c310d2222dc68f6dd161b5db605c0432c067f57b0cd72b5167384b599e,9539b5c310d2222dc68f6dd161b5db605c0432c067f57b0cd72b5167384b599e,9539b5c310d2222dc68f6dd161b5db605c0432c067f57b0cd72b5167384b599e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4986,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.module.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.module.ts,SIM,SIM,SIM,9dd3ed42e5781bdb99a6b0b87e6e01f878ed1f279f6086dfffa851525d95018a,9dd3ed42e5781bdb99a6b0b87e6e01f878ed1f279f6086dfffa851525d95018a,9dd3ed42e5781bdb99a6b0b87e6e01f878ed1f279f6086dfffa851525d95018a,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4987,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural-core/neural-core.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural-core/neural-core.service.ts,SIM,SIM,SIM,11dfde187a4af04337df857d39b36cb6b58aa0fc4a1838db0a59baa7ecea923b,11dfde187a4af04337df857d39b36cb6b58aa0fc4a1838db0a59baa7ecea923b,11dfde187a4af04337df857d39b36cb6b58aa0fc4a1838db0a59baa7ecea923b,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4988,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural/neural.controller.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/source-packages/production-core/legacy-core/src/neural/neural.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural/neural.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/neural/neural.controller.ts,SIM,SIM,SIM,73ab500c0e7fa01dd899a57f6ab5c43178b45fbca3189c79819995163e87993e,73ab500c0e7fa01dd899a57f6ab5c43178b45fbca3189c79819995163e87993e,73ab500c0e7fa01dd899a57f6ab5c43178b45fbca3189c79819995163e87993e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
